WigleWifi-1.4,appRelease=2.42,model=Freifunk,release=8.1.0,device=dummy,display=OPM8.190305.001-myself5@M5TR,board=MSM8974,brand=Freifunk
4a:41:db:7d:8a:90,Freifunk,[ESS],2019-03-17 05:19:17,5,-45,50.8152903,7.32298851,0,0,WIFI
6a:c3:08:3c:53:48,Freifunk,[ESS],2019-03-17 05:19:17,5,-45,50.81346255,7.13785306,0,0,WIFI
86:1b:36:1f:c5:88,Freifunk,[ESS],2019-03-17 05:19:17,5,-45,50.81496492,7.15687394,0,0,WIFI
6e:d0:69:58:58:c8,Freifunk,[ESS],2019-03-17 05:19:17,5,-45,50.7899,7.16413,0,0,WIFI
e2:c3:9e:27:c1:c8,Freifunk,[ESS],2019-03-17 05:19:17,5,-45,50.758218,7.164783,0,0,WIFI
42:e4:29:40:84:60,Freifunk,[ESS],2019-03-17 05:19:17,5,-45,50.829887,6.897413,0,0,WIFI
fe:5f:a8:f3:37:e0,Freifunk,[ESS],2019-03-17 05:19:17,5,-45,50.79545,7.19079,0,0,WIFI
06:8a:d3:e8:b9:d8,Freifunk,[ESS],2019-03-17 05:19:17,5,-45,50.76558,7.67168,0,0,WIFI
da:e4:02:28:01:68,Freifunk,[ESS],2019-03-17 05:19:17,5,-45,50.81892965,7.14978218,0,0,WIFI
3a:92:20:c9:45:70,Freifunk,[ESS],2019-03-17 05:19:17,5,-45,50.870399,7.231469,0,0,WIFI
0e:1e:60:05:ab:30,Freifunk,[ESS],2019-03-17 05:19:17,5,-45,50.62428,6.949,0,0,WIFI
b6:7d:e9:86:2b:68,Freifunk,[ESS],2019-03-17 05:19:17,5,-45,50.83400259,7.27539003,0,0,WIFI
d6:3f:42:f2:4b:40,Freifunk,[ESS],2019-03-17 05:19:17,5,-45,50.578178,6.9487129,0,0,WIFI
f2:52:28:d0:3d:20,Freifunk,[ESS],2019-03-17 05:19:17,5,-45,50.81232,7.111533,0,0,WIFI
c2:b7:9b:d2:c0:98,Freifunk,[ESS],2019-03-17 05:19:17,5,-45,50.62172935,7.02186763,0,0,WIFI
22:e9:e0:92:fa:08,Freifunk,[ESS],2019-03-17 05:19:17,5,-45,50.62345654,7.02144653,0,0,WIFI
ea:3d:a1:3b:cc:48,Freifunk,[ESS],2019-03-17 05:19:17,5,-45,50.83597,7.207034,0,0,WIFI
ce:4e:4e:76:2c:d8,Freifunk,[ESS],2019-03-17 05:19:17,5,-45,50.82716,7.12283,0,0,WIFI
d6:a8:5b:ab:40:50,Freifunk,[ESS],2019-03-17 05:19:17,5,-45,50.840464,7.212326,0,0,WIFI
9a:c4:ce:f3:20:f0,Freifunk,[ESS],2019-03-17 05:19:17,5,-45,50.882758,7.254638,0,0,WIFI
32:97:1b:f6:83:18,Freifunk,[ESS],2019-03-17 05:19:17,5,-45,50.7930333,7.20654309,0,0,WIFI
4a:87:ef:08:d1:28,Freifunk,[ESS],2019-03-17 05:19:17,5,-45,50.80810091,7.19446242,0,0,WIFI
be:b5:83:2d:a6:c8,Freifunk,[ESS],2019-03-17 05:19:17,5,-45,50.887088,7.248968,0,0,WIFI
f2:59:40:81:9d:78,Freifunk,[ESS],2019-03-17 05:19:17,5,-45,50.62504584,6.95338011,0,0,WIFI
0e:00:6e:a8:83:78,Freifunk,[ESS],2019-03-17 05:19:17,5,-45,50.81719,7.1782,0,0,WIFI
92:16:bc:88:3e:70,Freifunk,[ESS],2019-03-17 05:19:17,5,-45,50.803449,7.150686,0,0,WIFI
36:2e:f0:d2:ca:10,Freifunk,[ESS],2019-03-17 05:19:17,5,-45,50.832166,7.282262,0,0,WIFI
86:64:4e:10:1b:f8,Freifunk,[ESS],2019-03-17 05:19:17,5,-45,50.75895,7.16572,0,0,WIFI
de:eb:69:c5:04:d0,Freifunk,[ESS],2019-03-17 05:19:17,5,-45,50.842077,7.214651,0,0,WIFI
3a:b7:f5:da:26:f8,Freifunk,[ESS],2019-03-17 05:19:17,5,-45,50.62195398,6.96122825,0,0,WIFI
16:0a:50:fb:b1:10,Freifunk,[ESS],2019-03-17 05:19:17,5,-45,50.75712,7.16344,0,0,WIFI
da:af:4f:a1:99:d8,Freifunk,[ESS],2019-03-17 05:19:17,5,-45,50.60454421,6.98822737,0,0,WIFI
b6:d2:36:dd:69:d0,Freifunk,[ESS],2019-03-17 05:19:17,5,-45,50.81497847,7.15846717,0,0,WIFI
0e:af:73:f1:d6:e8,Freifunk,[ESS],2019-03-17 05:19:17,5,-45,50.82217019,7.12008476,0,0,WIFI
da:95:c0:92:87:28,Freifunk,[ESS],2019-03-17 05:19:17,5,-45,50.84423914,7.20875177,0,0,WIFI
fe:e9:09:5c:a1:a0,Freifunk,[ESS],2019-03-17 05:19:17,5,-45,50.62064366,6.96204901,0,0,WIFI
8e:75:3a:06:82:88,Freifunk,[ESS],2019-03-17 05:19:17,5,-45,50.78794,7.17784,0,0,WIFI
c6:38:0f:93:85:38,Freifunk,[ESS],2019-03-17 05:19:17,5,-45,50.75862,7.16468,0,0,WIFI
9e:93:02:b8:ff:68,Freifunk,[ESS],2019-03-17 05:19:17,5,-45,50.79626364,7.22511202,0,0,WIFI
fa:34:e8:e6:01:08,Freifunk,[ESS],2019-03-17 05:19:17,5,-45,50.8098,7.1539,0,0,WIFI
3e:f0:87:3f:9b:d0,Freifunk,[ESS],2019-03-17 05:19:17,5,-45,50.6239347,7.02147603,0,0,WIFI
1e:5a:f9:7e:12:50,Freifunk,[ESS],2019-03-17 05:19:17,5,-45,50.61991361,6.96233869,0,0,WIFI
3a:b7:d5:29:81:98,Freifunk,[ESS],2019-03-17 05:19:17,5,-45,50.816696,7.155953,0,0,WIFI
42:d4:dc:3a:e8:18,Freifunk,[ESS],2019-03-17 05:19:17,5,-45,50.79356,7.16673,0,0,WIFI
ea:a4:86:00:e6:98,Freifunk,[ESS],2019-03-17 05:19:17,5,-45,50.817553,7.120686,0,0,WIFI
06:2f:f3:b3:91:00,Freifunk,[ESS],2019-03-17 05:19:17,5,-45,50.869389,7.105742,0,0,WIFI
96:e8:22:5c:21:80,Freifunk,[ESS],2019-03-17 05:19:17,5,-45,50.84184854,7.21463263,0,0,WIFI
62:e7:71:72:46:70,Freifunk,[ESS],2019-03-17 05:19:17,5,-45,50.84191629,7.21446097,0,0,WIFI
62:4e:36:5b:25:b8,Freifunk,[ESS],2019-03-17 05:19:17,5,-45,50.81419,7.16092,0,0,WIFI
b6:1c:41:6b:07:e0,Freifunk,[ESS],2019-03-17 05:19:17,5,-45,50.62130223,7.02221632,0,0,WIFI
96:78:aa:0d:38:b0,Freifunk,[ESS],2019-03-17 05:19:17,5,-45,50.62501861,6.95353836,0,0,WIFI
9e:57:04:a1:b4:c0,Freifunk,[ESS],2019-03-17 05:19:17,5,-45,50.81341,7.14309,0,0,WIFI
02:cd:6a:68:8a:38,Freifunk,[ESS],2019-03-17 05:19:17,5,-45,50.81496831,7.13195086,0,0,WIFI
62:dd:41:10:7e:f0,Freifunk,[ESS],2019-03-17 05:19:17,5,-45,50.84043258,7.21037596,0,0,WIFI
5a:14:40:5c:72:50,Freifunk,[ESS],2019-03-17 05:19:17,5,-45,50.797567,7.690159,0,0,WIFI
ee:9d:ca:f5:1a:50,Freifunk,[ESS],2019-03-17 05:19:17,5,-45,50.62603955,7.01801598,0,0,WIFI
02:ae:45:cf:d1:a0,Freifunk,[ESS],2019-03-17 05:19:17,5,-45,50.816159,7.155451,0,0,WIFI
76:50:18:c8:41:88,Freifunk,[ESS],2019-03-17 05:19:17,5,-45,50.84203316,7.21454948,0,0,WIFI
4a:22:7a:e6:df:40,Freifunk,[ESS],2019-03-17 05:19:17,5,-45,50.625984,7.039683,0,0,WIFI
66:0f:78:26:47:b8,Freifunk,[ESS],2019-03-17 05:19:17,5,-45,50.8174696,7.12526143,0,0,WIFI
5e:40:59:d2:29:98,Freifunk,[ESS],2019-03-17 05:19:17,5,-45,50.84215849,7.21475065,0,0,WIFI
8e:ae:1b:b6:a3:c0,Freifunk,[ESS],2019-03-17 05:19:17,5,-45,50.79947,7.12692,0,0,WIFI
c2:f8:0d:9b:0c:f0,Freifunk,[ESS],2019-03-17 05:19:17,5,-45,50.81368,7.156218,0,0,WIFI
52:80:f4:df:58:b8,Freifunk,[ESS],2019-03-17 05:19:17,5,-45,50.64300847,7.35347182,0,0,WIFI
76:c0:90:5b:05:68,Freifunk,[ESS],2019-03-17 05:19:17,5,-45,50.816605,7.156078,0,0,WIFI
8a:ba:c7:8d:5a:e8,Freifunk,[ESS],2019-03-17 05:19:17,5,-45,50.807129,7.21225,0,0,WIFI
66:73:ea:b0:65:b0,Freifunk,[ESS],2019-03-17 05:19:17,5,-45,50.81483,7.15311,0,0,WIFI
ce:78:23:50:8e:70,Freifunk,[ESS],2019-03-17 05:19:17,5,-45,50.81499712,7.15624362,0,0,WIFI
96:1c:bb:a4:50:08,Freifunk,[ESS],2019-03-17 05:19:17,5,-45,50.77578587,7.21556872,0,0,WIFI
76:e0:18:94:ec:70,Freifunk,[ESS],2019-03-17 05:19:17,5,-45,50.838954,7.209496,0,0,WIFI
8a:d6:12:fc:80:d0,Freifunk,[ESS],2019-03-17 05:19:17,5,-45,50.8253,7.11145,0,0,WIFI
c2:c8:02:a4:ed:f0,Freifunk,[ESS],2019-03-17 05:19:17,5,-45,50.62671693,6.9547749,0,0,WIFI
96:0a:ab:77:ba:70,Freifunk,[ESS],2019-03-17 05:19:17,5,-45,50.85776,7.19429,0,0,WIFI
a2:8a:48:67:55:d0,Freifunk,[ESS],2019-03-17 05:19:17,5,-45,50.81424467,7.12218493,0,0,WIFI
0e:89:d5:01:7d:a0,Freifunk,[ESS],2019-03-17 05:19:17,5,-45,50.8621,7.2134,0,0,WIFI
b6:d6:9b:24:13:80,Freifunk,[ESS],2019-03-17 05:19:17,5,-45,50.86283235,7.2124654,0,0,WIFI
d6:9c:61:6f:78:90,Freifunk,[ESS],2019-03-17 05:19:17,5,-45,50.62577,6.954121,0,0,WIFI
66:d4:81:f0:05:50,Freifunk,[ESS],2019-03-17 05:19:17,5,-45,50.8140091,7.16203988,0,0,WIFI
fe:3b:a1:a3:20:70,Freifunk,[ESS],2019-03-17 05:19:17,5,-45,50.83605229,7.20788151,0,0,WIFI
52:dd:33:2c:14:a0,Freifunk,[ESS],2019-03-17 05:19:17,5,-45,50.633638,7.04363644,0,0,WIFI
7a:75:8a:05:fb:b0,Freifunk,[ESS],2019-03-17 05:19:17,5,-45,50.83769,7.217714,0,0,WIFI
06:8c:5a:0a:58:98,Freifunk,[ESS],2019-03-17 05:19:17,5,-45,50.81449379,7.15707242,0,0,WIFI
22:78:0e:95:b4:68,Freifunk,[ESS],2019-03-17 05:19:17,5,-45,50.79392,7.69018,0,0,WIFI
ca:62:3d:7b:be:60,Freifunk,[ESS],2019-03-17 05:19:17,5,-45,50.83609633,7.21105456,0,0,WIFI
ee:99:0c:cc:6a:20,Freifunk,[ESS],2019-03-17 05:19:17,5,-45,50.62438222,6.94948554,0,0,WIFI
5a:59:fb:ec:7a:68,Freifunk,[ESS],2019-03-17 05:19:17,5,-45,50.984532,6.94232404,0,0,WIFI
ce:63:4b:bf:a2:d0,Freifunk,[ESS],2019-03-17 05:19:17,5,-45,50.840667,7.209817,0,0,WIFI
02:ca:f3:76:d3:18,Freifunk,[ESS],2019-03-17 05:19:17,5,-45,50.62481,6.94757,0,0,WIFI
9e:e7:fe:88:fa:88,Freifunk,[ESS],2019-03-17 05:19:17,5,-45,50.8165579,7.15194941,0,0,WIFI
2e:e4:1a:65:9f:e8,Freifunk,[ESS],2019-03-17 05:19:17,5,-45,50.84213817,7.21438587,0,0,WIFI
f2:1d:56:5c:42:40,Freifunk,[ESS],2019-03-17 05:19:17,5,-45,50.85472748,7.27641731,0,0,WIFI
22:bf:3f:90:f2:80,Freifunk,[ESS],2019-03-17 05:19:17,5,-45,51.567916,6.58512,0,0,WIFI
1a:76:2c:cc:eb:b8,Freifunk,[ESS],2019-03-17 05:19:17,5,-45,50.61972301,6.95623666,0,0,WIFI
52:a2:28:b5:62:28,Freifunk,[ESS],2019-03-17 05:19:17,5,-45,50.862753,7.211772,0,0,WIFI
b2:38:a7:34:c5:20,Freifunk,[ESS],2019-03-17 05:19:17,5,-45,50.82276493,7.11569801,0,0,WIFI
36:73:b5:00:8e:c8,Freifunk,[ESS],2019-03-17 05:19:17,5,-45,50.80707546,7.20496327,0,0,WIFI
ca:37:ac:95:34:58,Freifunk,[ESS],2019-03-17 05:19:17,5,-45,50.624701,6.947566,0,0,WIFI
c6:da:41:91:74:f8,Freifunk,[ESS],2019-03-17 05:19:17,5,-45,50.78214,7.18721,0,0,WIFI
f6:7a:f8:1c:0c:80,Freifunk,[ESS],2019-03-17 05:19:17,5,-45,50.7584037,7.15891622,0,0,WIFI
7a:9b:d1:4a:fb:48,Freifunk,[ESS],2019-03-17 05:19:17,5,-45,50.855454,7.200473,0,0,WIFI
56:31:7c:1c:41:58,Freifunk,[ESS],2019-03-17 05:19:17,5,-45,50.62094487,6.96169496,0,0,WIFI
1a:f5:38:9a:0d:f8,Freifunk,[ESS],2019-03-17 05:19:17,5,-45,50.62421887,7.02144921,0,0,WIFI
5a:35:fb:74:0a:e0,Freifunk,[ESS],2019-03-17 05:19:17,5,-45,50.84021069,7.2063151,0,0,WIFI
96:91:4e:91:2b:08,Freifunk,[ESS],2019-03-17 05:19:17,5,-45,50.81444125,7.15979621,0,0,WIFI
d2:22:51:36:b2:e8,Freifunk,[ESS],2019-03-17 05:19:17,5,-45,50.62091083,7.0227018,0,0,WIFI
d2:c0:32:35:d2:70,Freifunk,[ESS],2019-03-17 05:19:17,5,-45,50.84276992,7.21598983,0,0,WIFI
a2:2e:d4:c9:72:e0,Freifunk,[ESS],2019-03-17 05:19:17,5,-45,50.81676,7.15114,0,0,WIFI
62:a0:13:49:49:80,Freifunk,[ESS],2019-03-17 05:19:17,5,-45,50.79321696,7.2067979,0,0,WIFI
8a:3a:89:1a:17:40,Freifunk,[ESS],2019-03-17 05:19:17,5,-45,50.80285478,7.20444828,0,0,WIFI
3a:92:f6:ec:ca:90,Freifunk,[ESS],2019-03-17 05:19:17,5,-45,50.829797,6.895904,0,0,WIFI
42:6d:5e:5a:3d:30,Freifunk,[ESS],2019-03-17 05:19:17,5,-45,50.6221769,6.94231331,0,0,WIFI
ce:9c:da:6f:3c:f0,Freifunk,[ESS],2019-03-17 05:19:17,5,-45,50.81574786,7.12133735,0,0,WIFI
c6:a9:54:44:be:c0,Freifunk,[ESS],2019-03-17 05:19:17,5,-45,50.64310287,7.35353619,0,0,WIFI
66:ef:ea:f6:aa:38,Freifunk,[ESS],2019-03-17 05:19:17,5,-45,50.77746,7.10572,0,0,WIFI
c6:ac:e6:7f:51:28,Freifunk,[ESS],2019-03-17 05:19:17,5,-45,50.7955,7.1906,0,0,WIFI
7e:55:a3:c2:b8:10,Freifunk,[ESS],2019-03-17 05:19:17,5,-45,50.84054775,7.21059859,0,0,WIFI
66:c5:4b:41:fc:b0,Freifunk,[ESS],2019-03-17 05:19:17,5,-45,50.840179,7.206292,0,0,WIFI
26:f9:ef:c1:56:60,Freifunk,[ESS],2019-03-17 05:19:17,5,-45,50.84061,7.33617,0,0,WIFI
ae:16:ec:e7:e1:e8,Freifunk,[ESS],2019-03-17 05:19:17,5,-45,50.625915,6.949262,0,0,WIFI
ee:4a:53:fb:98:60,Freifunk,[ESS],2019-03-17 05:19:17,5,-45,50.81435,7.12217,0,0,WIFI
36:85:33:e3:fc:38,Freifunk,[ESS],2019-03-17 05:19:17,5,-45,50.80201568,7.13103622,0,0,WIFI
a2:25:c1:6e:a6:38,Freifunk,[ESS],2019-03-17 05:19:17,5,-45,50.62424,6.95725,0,0,WIFI
42:46:7b:ba:59:58,Freifunk,[ESS],2019-03-17 05:19:17,5,-45,50.62335785,6.92883253,0,0,WIFI
c6:49:3a:cc:69:18,Freifunk,[ESS],2019-03-17 05:19:17,5,-45,50.809795,7.118119,0,0,WIFI
ca:9b:4d:cb:f2:68,Freifunk,[ESS],2019-03-17 05:19:17,5,-45,50.829825,7.11651742,0,0,WIFI
96:ed:97:f4:62:78,Freifunk,[ESS],2019-03-17 05:19:17,5,-45,50.62236068,6.96082324,0,0,WIFI
42:43:49:ab:4e:10,Freifunk,[ESS],2019-03-17 05:19:17,5,-45,50.814316,7.12208569,0,0,WIFI
22:c6:94:01:32:b0,Freifunk,[ESS],2019-03-17 05:19:17,5,-45,50.62702132,6.94895983,0,0,WIFI
06:f3:0a:cf:c8:f8,Freifunk,[ESS],2019-03-17 05:19:17,5,-45,50.75906,7.16607,0,0,WIFI
1a:03:0e:66:29:30,Freifunk,[ESS],2019-03-17 05:19:17,5,-45,50.79336786,7.20659405,0,0,WIFI
a2:d5:7d:f4:3d:80,Freifunk,[ESS],2019-03-17 05:19:17,5,-45,50.80186,7.11528,0,0,WIFI
f6:35:9e:7b:9e:f8,Freifunk,[ESS],2019-03-17 05:19:17,5,-45,50.634494,6.948634,0,0,WIFI
be:52:22:a1:30:88,Freifunk,[ESS],2019-03-17 05:19:17,5,-45,50.80819074,7.19447851,0,0,WIFI
f6:a3:2a:30:86:68,Freifunk,[ESS],2019-03-17 05:19:17,5,-45,50.802275,7.260084,0,0,WIFI
3e:a4:9f:60:82:90,Freifunk,[ESS],2019-03-17 05:19:17,5,-45,50.60310063,6.98329479,0,0,WIFI
0e:b2:fa:db:a4:40,Freifunk,[ESS],2019-03-17 05:19:17,5,-45,50.77504,7.20534,0,0,WIFI
d6:17:3a:f9:60:d0,Freifunk,[ESS],2019-03-17 05:19:17,5,-45,50.8422923,7.21479624,0,0,WIFI
d6:1c:65:68:b8:88,Freifunk,[ESS],2019-03-17 05:19:17,5,-45,50.62432,6.94894,0,0,WIFI
f6:52:b8:7b:f2:58,Freifunk,[ESS],2019-03-17 05:19:17,5,-45,50.6232,6.9285,0,0,WIFI
a2:36:40:0e:f5:18,Freifunk,[ESS],2019-03-17 05:19:17,5,-45,50.80223096,7.19246954,0,0,WIFI
9a:b4:12:45:fe:08,Freifunk,[ESS],2019-03-17 05:19:17,5,-45,50.78618,7.69774,0,0,WIFI
7a:19:5e:40:5c:60,Freifunk,[ESS],2019-03-17 05:19:17,5,-45,50.84107451,7.20215768,0,0,WIFI
fe:47:d5:cb:dd:70,Freifunk,[ESS],2019-03-17 05:19:17,5,-45,50.83023075,7.1143797,0,0,WIFI
46:56:58:91:26:90,Freifunk,[ESS],2019-03-17 05:19:17,5,-45,50.79381546,7.20668793,0,0,WIFI
26:d2:dd:97:4f:20,Freifunk,[ESS],2019-03-17 05:19:17,5,-45,50.79368,7.20951,0,0,WIFI
0e:8a:af:aa:be:98,Freifunk,[ESS],2019-03-17 05:19:17,5,-45,50.797115,7.69002,0,0,WIFI
aa:ba:e7:c0:2f:30,Freifunk,[ESS],2019-03-17 05:19:17,5,-45,50.5796881,6.9279078,0,0,WIFI
d6:e7:46:8c:10:58,Freifunk,[ESS],2019-03-17 05:19:17,5,-45,50.776649,7.20997,0,0,WIFI
1a:cb:1b:a4:e3:00,Freifunk,[ESS],2019-03-17 05:19:17,5,-45,50.814315,7.17106,0,0,WIFI
86:d4:f7:cc:cc:e0,Freifunk,[ESS],2019-03-17 05:19:17,5,-45,50.62061303,7.02345014,0,0,WIFI
92:cd:74:71:6c:78,Freifunk,[ESS],2019-03-17 05:19:17,5,-45,50.928107,6.704831,0,0,WIFI
86:83:72:9c:8f:f0,Freifunk,[ESS],2019-03-17 05:19:17,5,-45,50.79314575,7.20705271,0,0,WIFI
ae:e5:b6:5d:be:88,Freifunk,[ESS],2019-03-17 05:19:17,5,-45,50.8144125,7.1446782,0,0,WIFI
66:43:a1:a4:ea:f8,Freifunk,[ESS],2019-03-17 05:19:17,5,-45,50.81342272,7.16191649,0,0,WIFI
76:ee:da:50:32:60,Freifunk,[ESS],2019-03-17 05:19:17,5,-45,50.61977066,6.95627153,0,0,WIFI
3a:dc:63:d7:97:58,Freifunk,[ESS],2019-03-17 05:19:17,5,-45,50.84207381,7.21431613,0,0,WIFI
ce:b0:34:7f:d6:28,Freifunk,[ESS],2019-03-17 05:19:17,5,-45,50.80804667,7.19457507,0,0,WIFI
4e:51:83:35:d2:88,Freifunk,[ESS],2019-03-17 05:19:17,5,-45,50.80826532,7.19433367,0,0,WIFI
5a:68:fd:98:75:f8,Freifunk,[ESS],2019-03-17 05:19:17,5,-45,50.84077133,7.21093655,0,0,WIFI
32:7e:67:4d:5e:30,Freifunk,[ESS],2019-03-17 05:19:17,5,-45,50.81545383,7.14122325,0,0,WIFI
d6:5a:3c:3f:e9:78,Freifunk,[ESS],2019-03-17 05:19:17,5,-45,51.018857,6.759059,0,0,WIFI
e2:fa:2f:cc:3e:f0,Freifunk,[ESS],2019-03-17 05:19:17,5,-45,50.797017,7.68868,0,0,WIFI
16:80:6c:b5:af:28,Freifunk,[ESS],2019-03-17 05:19:17,5,-45,50.840833,7.20985,0,0,WIFI
da:73:bb:c7:b0:30,Freifunk,[ESS],2019-03-17 05:19:17,5,-45,50.90023,7.33744,0,0,WIFI
e6:89:3a:bb:1d:58,Freifunk,[ESS],2019-03-17 05:19:17,5,-45,50.80483465,7.15382159,0,0,WIFI
62:10:df:6c:45:68,Freifunk,[ESS],2019-03-17 05:19:17,5,-45,50.8410237,7.2113201,0,0,WIFI
9e:80:bf:61:ad:e8,Freifunk,[ESS],2019-03-17 05:19:17,5,-45,50.82156871,7.16596788,0,0,WIFI
22:f9:f2:55:df:88,Freifunk,[ESS],2019-03-17 05:19:17,5,-45,50.80356148,7.16236158,0,0,WIFI
e2:2e:ce:1b:f4:30,Freifunk,[ESS],2019-03-17 05:19:17,5,-45,50.62541678,6.95340157,0,0,WIFI
7a:30:b2:ed:c8:d8,Freifunk,[ESS],2019-03-17 05:19:17,5,-45,50.81453,7.15959,0,0,WIFI
b2:25:7f:f7:37:50,Freifunk,[ESS],2019-03-17 05:19:17,5,-45,50.78587,7.19888,0,0,WIFI
